,postcode,borough,neighbourhood_list,latitude,longitude,merge_key,name,ven_categories,ven_latitude,ven_longitude,ven_postalcode
2,M2M,North York,"Newtonbrook,Willowdale",43.789053,-79.40849279999999,52,Bad Axe Throwing,Athletics & Sports,43.793384,-79.520457,
0,M3M,North York,Downsview Central,43.7284964,-79.49569740000001,53,Oakdale Golf and Country Club,Golf Course,43.727966085004844,-79.52231249726017,
1,M3M,North York,Downsview Central,43.7284964,-79.49569740000001,53,Hwy 401 & Hwy 400,Intersection,43.72797242773429,-79.5223015286055,
2,M3M,North York,Downsview Central,43.7284964,-79.49569740000001,53,Commercial Bakeries,Bakery,43.7279474149062,-79.52232014925207,
3,M3M,North York,Downsview Central,43.7284964,-79.49569740000001,53,auctionmaxx,Discount Store,43.72710081596881,-79.52517301758158,M9M 2W6
4,M3M,North York,Downsview Central,43.7284964,-79.49569740000001,53,Oakdale Golf and Country Club Swimming Pool,Pool,43.730928752509904,-79.51612126859987,
0,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Bulk Barn,Supermarket,43.66093887342527,-79.51777280977804,
1,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Shoppers Drug Mart,Pharmacy,43.661721,-79.518881,M9A 3T7
2,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,LCBO,Liquor Store,43.66129764810834,-79.51815020642661,M9A 3T6
3,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Loblaws,Grocery Store,43.661721,-79.518881,M9A 3T7
4,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Humbertown Shopping Centre,Mall,43.66179660557881,-79.51686144733992,M9A 3T7
5,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Humbertown Village Spa,Spa,43.661428039626685,-79.5192891766887,M9A 3T7
6,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Black's Photography,Camera Store,43.661490294225544,-79.51931662775152,M9A 3T7
7,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Baskin-Robbins,Ice Cream,43.661654485684906,-79.51919035279421,M9A
8,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Alex Farm Produce,Restaurant,43.66152815366217,-79.51889937070585,
9,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Daisaky,Japanese,43.66237993188327,-79.51967349081686,
10,M4M,East Toronto,Studio District,43.6595255,-79.340923,54,Second Cup,Coffee Shop,43.66227280880637,-79.5192342745383,
0,M5M,North York,"Bedford Park,Lawrence Manor East",43.7332825,-79.4197497,55,Oakdale Kitchens,Furniture / Home,43.73253,-79.525521,
1,M5M,North York,"Bedford Park,Lawrence Manor East",43.7332825,-79.4197497,55,Oakdale Golf and Country Club Swimming Pool,Pool,43.730928752509904,-79.51612126859987,
0,M6M,York,"Del Ray,Keelesdale,Mount Dennis,Silverthorn",43.6911158,-79.47601329999999,56,Bg Moving,Furniture / Home,43.68911678577267,-79.51807200908661,M9A 4W5
1,M6M,York,"Del Ray,Keelesdale,Mount Dennis,Silverthorn",43.6911158,-79.47601329999999,56,Douglas B. Ford Park,Park,43.691309553419806,-79.51674168213238,
2,M6M,York,"Del Ray,Keelesdale,Mount Dennis,Silverthorn",43.6911158,-79.47601329999999,56,Parma Pizza,Pizza,43.69551785568132,-79.52042015364003,M9P 2T5
0,M9M,North York,"Emery,Humberlea",43.7247659,-79.53224240000002,57,Oakdale Golf and Country Club,Golf Course,43.727966085004844,-79.52231249726017,
1,M9M,North York,"Emery,Humberlea",43.7247659,-79.53224240000002,57,Commercial Bakeries,Bakery,43.7279474149062,-79.52232014925207,
2,M9M,North York,"Emery,Humberlea",43.7247659,-79.53224240000002,57,Hwy 401 & Hwy 400,Intersection,43.72797242773429,-79.5223015286055,
3,M9M,North York,"Emery,Humberlea",43.7247659,-79.53224240000002,57,auctionmaxx,Discount Store,43.72710081596881,-79.52517301758158,M9M 2W6
0,M1N,Scarborough,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,58,Petro-Canada,Gas Station,43.696091,-79.520962,M9P 2T5
1,M1N,Scarborough,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,58,Parma Pizza,Pizza,43.69551785568132,-79.52042015364003,M9P 2T5
2,M1N,Scarborough,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,58,Douglas B. Ford Park,Park,43.691309553419806,-79.51674168213238,
3,M1N,Scarborough,"Birch Cliff,Cliffside West",43.692657000000004,-79.2648481,58,Bg Moving,Furniture / Home,43.68911678577267,-79.51807200908661,M9A 4W5
0,M2N,North York,Willowdale South,43.7701199,-79.40849279999999,59,Black Creek Pioneer Village,Historic Site,43.773393430343425,-79.51699139740164,M3J 3P1
1,M2N,North York,Willowdale South,43.7701199,-79.40849279999999,59,Petro-Canada,Gas Station,43.766586,-79.51987,M3N 2L2
2,M2N,North York,Willowdale South,43.7701199,-79.40849279999999,59,Tri Star Restaurant,Chinese,43.76933638194449,-79.52024995897516,M3N 2L2
3,M2N,North York,Willowdale South,43.7701199,-79.40849279999999,59,John Booth Memorial Arena,Skating Rink,43.769548855413575,-79.52324753470374,
0,M3N,North York,Downsview Northwest,43.7616313,-79.52099940000001,60,No Frills,Grocery Store,43.758178,-79.51968,M3N 3A1
1,M3N,North York,Downsview Northwest,43.7616313,-79.52099940000001,60,Tim Hortons,Coffee Shop,43.757604086285156,-79.5188820362091,M3N 2K2
2,M3N,North York,Downsview Northwest,43.7616313,-79.52099940000001,60,LCBO,Liquor Store,43.759256617873106,-79.51945388294175,M3N 3A1
3,M3N,North York,Downsview Northwest,43.7616313,-79.52099940000001,60,Planet Fitness,Gym / Fitness,43.757538,-79.51961,
0,M4N,Central Toronto,Lawrence Park,43.7280205,-79.3887901,61,Oakdale Golf and Country Club,Golf Course,43.727966085004844,-79.52231249726017,
1,M4N,Central Toronto,Lawrence Park,43.7280205,-79.3887901,61,Hwy 401 & Hwy 400,Intersection,43.72797242773429,-79.5223015286055,
2,M4N,Central Toronto,Lawrence Park,43.7280205,-79.3887901,61,Commercial Bakeries,Bakery,43.7279474149062,-79.52232014925207,
3,M4N,Central Toronto,Lawrence Park,43.7280205,-79.3887901,61,auctionmaxx,Discount Store,43.72710081596881,-79.52517301758158,M9M 2W6
0,M5N,Central Toronto,Roselawn,43.7116948,-79.41693559999999,62,Pelmo Community Centre,Outdoors & Recreation,43.71441852002091,-79.51989309816359,
1,M5N,Central Toronto,Roselawn,43.7116948,-79.41693559999999,62,Wallace C. Swanek Park,Park,43.708896432967165,-79.52264785766602,
0,M6N,York,"The Junction North,Runnymede",43.67318529999999,-79.48726190000001,63,Pasta International,Indian,43.6727027413364,-79.51922329410428,
1,M6N,York,"The Junction North,Runnymede",43.67318529999999,-79.48726190000001,63,A Dog's Haven,Dog Run,43.672945960724896,-79.51792643640067,M9A 4P5
2,M6N,York,"The Junction North,Runnymede",43.67318529999999,-79.48726190000001,63,Joanna's Esthetics,Salon / Barbershop,43.6711008495276,-79.51961858889761,
3,M6N,York,"The Junction North,Runnymede",43.67318529999999,-79.48726190000001,63,Edgehill House,Park,43.670761782876156,-79.51687894119398,
4,M6N,York,"The Junction North,Runnymede",43.67318529999999,-79.48726190000001,63,TTC Bus 73 Royal York,Bus,43.6772463547691,-79.51962956928409,
0,M9N,York,Weston,43.706876,-79.51818840000001,64,Elm Park,Park,43.70613889238497,-79.51586870967138,
1,M9N,York,Weston,43.706876,-79.51818840000001,64,Olympic convenience store,Convenience Store,43.70448603955921,-79.51578933384089,
0,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,No Frills,Grocery Store,43.758178,-79.51968,M3N 3A1
1,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Pho Com Viet Nam,Vietnamese,43.75663119859895,-79.51833633068185,M3N 2V3
2,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Pizza Hut,Pizza,43.75633958118749,-79.51781778764257,M3N 2V3
3,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,KFC,Fast Food,43.7566,-79.5181,M3N 2V3
4,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Shoppers Drug Mart,Pharmacy,43.756147,-79.515843,M3N 2K1
5,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Petro-Canada,Gas Station,43.757187,-79.517778,M3N 2Z2
6,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Popeyes Louisiana Kitchen,Fried Chicken,43.75660425382002,-79.51604685393343,M3N 2K1
7,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,The Beer Store,Beer Store,43.7560941,-79.5162392,M3N 2V3
8,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Subway,Sandwiches,43.75617104020033,-79.5182508987524,M3N 2V3
9,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Pizza Pizza,Pizza,43.756185976894656,-79.5154595375061,M3N 2H1
10,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Planet Fitness,Gym / Fitness,43.757538,-79.51961,
11,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,LCBO,Liquor Store,43.759256617873106,-79.51945388294175,M3N 3A1
12,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Tim Hortons,Coffee Shop,43.7561284,-79.5162657,M3N 2K1
13,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Living Well,Caribbean,43.756460538385106,-79.51598949881128,M3N 2V2
14,M1P,Scarborough,"Dorset Park,Scarborough Town Centre,Wexford Heights",43.7574096,-79.27330400000001,65,Dollarama,Discount Store,43.75677,-79.515084,M3N 2V2
0,M2P,North York,York Mills West,43.752758299999996,-79.4000493,66,Pho Com Viet Nam,Vietnamese,43.75663119859895,-79.51833633068185,M3N 2V3
1,M2P,North York,York Mills West,43.752758299999996,-79.4000493,66,Pizza Hut,Pizza,43.75633958118749,-79.51781778764257,M3N 2V3
2,M2P,North York,York Mills West,43.752758299999996,-79.4000493,66,KFC,Fast Food,43.7566,-79.5181,M3N 2V3
3,M2P,North York,York Mills West,43.752758299999996,-79.4000493,66,Subway,Sandwiches,43.75617104020033,-79.5182508987524,M3N 2V3
4,M2P,North York,York Mills West,43.752758299999996,-79.4000493,66,Pho Mi Viet Hoa,Vietnamese,43.7519356619472,-79.51597892461835,M3N 2J5
5,M2P,North York,York Mills West,43.752758299999996,-79.4000493,66,Jian Hing Supermarket,Grocery Store,43.75667320052111,-79.51844367991136,M3N 2K2
0,M4P,Central Toronto,Davisville North,43.7127511,-79.3901975,67,Kitchen Stuff Plus (Warehouse Sale),Furniture / Home,43.71517525016472,-79.52581786941177,M9N 3K8
1,M4P,Central Toronto,Davisville North,43.7127511,-79.3901975,67,Pelmo Community Centre,Outdoors & Recreation,43.71441852002091,-79.51989309816359,
2,M4P,Central Toronto,Davisville North,43.7127511,-79.3901975,67,Baycrest Terrace,Skating Rink,43.71637551481079,-79.52241305464732,
3,M4P,Central Toronto,Davisville North,43.7127511,-79.3901975,67,Wallace C. Swanek Park,Park,43.708896432967165,-79.52264785766602,
0,M5P,Central Toronto,"Forest Hill North,Forest Hill West",43.6969476,-79.41130720000001,68,Weston Lions Arena,Skating Rink,43.69870670108964,-79.51854809647945,
1,M5P,Central Toronto,"Forest Hill North,Forest Hill West",43.6969476,-79.41130720000001,68,P&M Restaurant,Diner,43.70110845129989,-79.5189817242212,
2,M5P,Central Toronto,"Forest Hill North,Forest Hill West",43.6969476,-79.41130720000001,68,Shoppers Drug Mart,Pharmacy,43.701264,-79.519705,M9N 1X2
3,M5P,Central Toronto,"Forest Hill North,Forest Hill West",43.6969476,-79.41130720000001,68,Petro-Canada,Gas Station,43.696091,-79.520962,M9P 2T5
4,M5P,Central Toronto,"Forest Hill North,Forest Hill West",43.6969476,-79.41130720000001,68,Pizza Pizza,Pizza,43.70058873986015,-79.5174993495782,M9N 1W7
5,M5P,Central Toronto,"Forest Hill North,Forest Hill West",43.6969476,-79.41130720000001,68,Popeyes Louisiana Kitchen,Fried Chicken,43.701045305368446,-79.51892076851034,M9N 1W8
6,M5P,Central Toronto,"Forest Hill North,Forest Hill West",43.6969476,-79.41130720000001,68,West Lions Park,Soccer Field,43.698465872229214,-79.51687894119398,M9N 1G4
0,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,COBS Bread,Bakery,43.664940367690775,-79.5204847956449,M9A 3T7
1,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Bulk Barn,Supermarket,43.66093887342527,-79.51777280977804,
2,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Shoppers Drug Mart,Pharmacy,43.661721,-79.518881,M9A 3T7
3,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,LCBO,Liquor Store,43.66129764810834,-79.51815020642661,M9A 3T6
4,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Loblaws,Grocery Store,43.661721,-79.518881,M9A 3T7
5,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Humbertown Shopping Centre,Mall,43.66179660557881,-79.51686144733992,M9A 3T7
6,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Black's Photography,Camera Store,43.661490294225544,-79.51931662775152,M9A 3T7
7,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Humbertown Village Spa,Spa,43.661428039626685,-79.5192891766887,M9A 3T7
8,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Baskin-Robbins,Ice Cream,43.661654485684906,-79.51919035279421,M9A
9,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Alex Farm Produce,Restaurant,43.66152815366217,-79.51889937070585,
10,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Daisaky,Japanese,43.66237993188327,-79.51967349081686,
11,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Second Cup,Coffee Shop,43.66227280880637,-79.5192342745383,
12,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Humbertown Convenience,Convenience Store,43.66492858170565,-79.52048054521903,
13,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Humber Valley Rink,Skating Rink,43.66482600084906,-79.5248725529118,
14,M6P,West Toronto,"High Park,The Junction South",43.6616083,-79.46476329999999,69,Humber Valley Park,Park,43.66482484362267,-79.52499882000663,
0,M9P,Etobicoke,Westmount,43.696319,-79.53224240000002,70,Weston Lions Arena,Skating Rink,43.69870670108964,-79.51854809647945,
1,M9P,Etobicoke,Westmount,43.696319,-79.53224240000002,70,Petro-Canada,Gas Station,43.696091,-79.520962,M9P 2T5
2,M9P,Etobicoke,Westmount,43.696319,-79.53224240000002,70,Parma Pizza,Pizza,43.69551785568132,-79.52042015364003,M9P 2T5
3,M9P,Etobicoke,Westmount,43.696319,-79.53224240000002,70,Starfish Caribbean Market Ltd,Grocery Store,43.69894587598971,-79.51859191692546,M9N 1V6
4,M9P,Etobicoke,Westmount,43.696319,-79.53224240000002,70,West Lions Park,Soccer Field,43.698465872229214,-79.51687894119398,M9N 1G4
5,M9P,Etobicoke,Westmount,43.696319,-79.53224240000002,70,Northern Shutters,Home Services,43.699263396361836,-79.51672554016112,M9N 3W5
